Series_Title,Released_Year,Genre,IMDB_Rating,language
Iraivan,2023,"Action, Thriller",5.2,ta
Nerkonda Paarvai,2019,"Drama, Action, Thriller",6.8,ta
M. Kumaran S/O Mahalakshmi,2004,Romance,6.7,ta
Thoongaavanam,2015,"Action, Crime, Thriller",5.8,ta
Devi(L),2016,"Comedy, Horror",6.036,ta
Santosh Subramaniam,2008,"Comedy, Romance, Family",7.1,ta
Varuthapadatha Valibar Sangam,2013,Comedy,6.3,ta
Aasai,1995,"Romance, Thriller",6.3,ta
Kochadaiiyaan,2014,"Action, Adventure, Animation",5.4,ta
Kanchana 2,2015,"Horror, Comedy",5.2,ta
Kadhalum Kadanthu Pogum,2016,"Comedy, Drama, Romance",7.2,ta
Aaranya Kaandam,2011,"Comedy, Action, Crime, Drama",7.764,ta
Goa,2010,"Comedy, Romance",6,ta
Chithha,2023,"Drama, Thriller, Mystery",7.552,ta
Remo,2016,"Comedy, Romance",5.455,ta
Priyamaanavale,2000,Drama,6.6,ta
Maari,2015,Action,6.2,ta
Anjathe,2008,"Action, Drama, Thriller",6.967,ta
Hey Ram,2000,"History, Drama, Crime",7.1,ta
Boys,2003,"Drama, Comedy, Romance",6.7,ta
Irugapatru,2023,"Romance, Family, Drama",7.1,ta
Aavesham,2024,"Comedy, Action",7.4,ml
The Goat Life,2024,"Drama, Adventure",7.19,ml
Premalu,2024,"Romance, Comedy",7.7,ml
#Home,2021,"Drama, Family",7.7,ml
Marco,2024,"Action, Crime, Thriller",6.1,ml
Manjummel Boys,2024,"Adventure, Thriller, Drama",7.7,ml
Hridayam,2022,"Romance, Drama",6.9,ml
Chotta Mumbai,2007,"Action, Comedy, Crime",7.2,ml
All We Imagine as Light,2024,Drama,6.889,ml
Jana Gana Mana,2022,"Crime, Thriller, Drama",7.2,ml
Narasimham,2000,"Action, Family, Thriller",7.3,ml
Classmates,2006,"Mystery, Romance",7.4,ml
RDX: Robert Dony Xavier,2023,"Action, Drama",6.7,ml
Manichitrathazhu,1993,"Fantasy, Thriller, Horror",7.4,ml
Lucifer,2019,"Action, Drama, Thriller",7.1,ml
Minnal Murali,2021,"Action, Comedy, Fantasy",7.147,ml
Marakkar: Lion of the Arabian Sea,2021,"History, War, Action",6,ml
Thattathin Marayathu,2012,Romance,7.1,ml
Kumari,2022,"Thriller, Mystery, Horror, Drama",6.6,ml
Rifle Club,2024,"Action, Thriller",6.2,ml
Annan Thambi,2008,Comedy,5.3,ml
Virus,2019,"Drama, Thriller",7.5,ml
Anweshippin Kandethum,2024,"Crime, Thriller, Drama",6.6,ml
Godha,2017,"Comedy, Drama",7,ml
Ambili,2019,Comedy,6.5,ml
Pavada,2016,"Comedy, Drama",5.8,ml
Sookshmadarshini,2024,"Mystery, Thriller, Comedy",7.5,ml
Porinju Mariam Jose,2019,"Action, Comedy, Crime",6.8,ml
Drishyam 2,2021,"Thriller, Crime, Drama",7.5,ml
Vettam,2004,Comedy,6.7,ml
Malik,2021,"Thriller, Drama, Action, Crime, Adventure",7.2,ml
Premam,2015,"Comedy, Romance",7.486,ml
Kurup,2021,"Thriller, Crime",6.2,ml
A.R.M,2024,"Action, Adventure, Drama",7,ml
Drishyam,2013,"Thriller, Crime, Drama, Family",7.588,ml
Falimy,2023,"Drama, Family",7,ml
Rorschach,2022,"Thriller, Action",6.769,ml
King of Kotha,2023,"Action, Drama, Crime",6.2,ml
Pachuvum Athbhuthavilakkum,2023,"Comedy, Drama",6.4,ml
Kishkindha Kaandam,2024,"Thriller, Mystery, Drama, Adventure",7.4,ml
Pathinettam Padi,2019,Action,5.333,ml
Kakkakuyil,2001,"Crime, Comedy",7.1,ml
Meesa Madhavan,2002,"Action, Comedy, Drama",7.5,ml
C.I.D. Moosa,2003,"Comedy, Action",7.9,ml
Bramayugam,2024,"Horror, Thriller, Drama",7.4,ml
Charlie,2015,"Drama, Romance",7.5,ml
Urumi,2011,"War, Action",6.9,ml
Joji,2021,"Drama, Crime",7.4,ml
Bangalore Days,2014,"Drama, Family, Romance",7.5,ml
Nadodikkattu,1987,Comedy,8,ml
Mayaanadhi,2017,"Drama, Romance",7.6,ml
Punjabi House,1998,"Comedy, Romance, Drama",7.2,ml
Aaram Thamburan,1997,"Action, Drama",6.6,ml
Neelakasham Pachakadal Chuvanna Bhoomi,2013,"Adventure, Thriller, Romance",7,ml
Thallumaala,2022,"Comedy, Drama, Action",6.824,ml
Super Sharanya,2022,"Comedy, Romance",6.647,ml
Vaazha: Biopic of a Billion Boys,2024,"Comedy, Drama",6.3,ml
Masterpiece,2017,"Thriller, Action",4.2,ml
2 Countries,2015,"Comedy, Romance",6.7,ml
Kaalapani,1996,"Action, Drama",7.8,ml
Abraham Ozler,2024,"Thriller, Drama, Crime",6.3,ml
Tiyaan,2017,Drama,5.7,ml
Malaikottai Vaaliban,2024,"Action, Drama, Fantasy",6.2,ml
Midhunam,1993,Drama,7.7,ml
Thankam,2023,"Drama, Crime",6.4,ml
Aaraattu,2022,"Comedy, Action, Drama",4.3,ml
Love,2020,Thriller,6.2,ml
Chappa Kurishu,2011,"Thriller, Action, Crime, Drama",7.2,ml
One,2021,"Drama, Thriller",5.7,ml
Romancham,2023,"Horror, Comedy",7.237,ml
Trance,2020,"Thriller, Drama",6.819,ml
Grandmaster,2012,"Thriller, Action",6.611,ml
Ustad Hotel,2012,"Drama, Comedy",7.5,ml
Bro Daddy,2022,"Family, Drama, Comedy",6.4,ml
Romans,2013,"Comedy, Thriller",6.6,ml
Oru Yamandan Premakadha,2019,"Comedy, Romance",4.5,ml
Summer in Bethlehem,1998,"Drama, Comedy",7.8,ml
Big Brother,2020,"Action, Thriller",3,ml
Thalavattam,1986,"Comedy, Drama, Romance",7.7,ml
How Old Are You,2014,"Drama, Family",6.6,ml
Thilakkam,2003,"Romance, Comedy, Drama",6.9,ml
Anandabhadram,2005,"Thriller, Fantasy, Horror",7.5,ml
Yoddha,1992,"Adventure, Comedy, Fantasy, Action",7.6,ml
Kammatti Paadam,2016,"Drama, Action",7.9,ml
Maheshinte Prathikaaram,2016,"Comedy, Drama",7.717,ml
Varane Avashyamund,2020,"Comedy, Family, Romance",6.5,ml
Chandralekha,1997,Romance,7.5,ml
Kayamkulam Kochunni,2018,"Action, Drama, History",6.5,ml
Kooman,2022,"Drama, Mystery, Thriller",6.731,ml
Aattam,2024,Drama,7.9,ml
Thenkasipattanam,2000,"Comedy, Drama, Family",7.4,ml
Cold Case,2021,"Thriller, Mystery, Horror",5.2,ml
Nizhal,2021,"Mystery, Thriller",5.6,ml
Sufiyum Sujatayum,2020,"Drama, Romance",3.964,ml
Salute,2022,"Action, Crime, Thriller",7.5,ml
Ravanaprabhu,2001,"Action, Drama",7.2,ml
Ramaleela,2017,Thriller,6.7,ml
Mumbai Police,2013,"Crime, Mystery, Thriller",7,ml
Mikhael,2019,"Action, Family, Thriller",4.143,ml
Neram,2013,"Comedy, Thriller, Drama, Action",7.1,ml
Moothon,2019,"Crime, Drama",6.5,ml
Nandanam,2002,"Romance, Family",6.8,ml
Oru Adaar Love,2019,"Romance, Comedy",5.7,ml
Kumbalangi Nights,2019,"Comedy, Drama, Romance",8.029,ml
Lelam,1997,Action,7.3,ml
Aniyathipraavu,1997,Family,6.8,ml
Runway,2004,Action,6.536,ml
Big B,2007,"Action, Thriller",7.2,ml
Bheeshma Parvam,2022,"Thriller, Drama",6.8,ml
Udayananu Tharam,2005,"Comedy, Drama, Romance",7.4,ml
Aanandam,2016,"Adventure, Comedy, Romance",7.303,ml
Amen,2013,"Fantasy, Music, Romance",7.6,ml
My Boss,2012,"Comedy, Romance",6.8,ml
Aadhi,2018,"Action, Thriller",5.5,ml
Irul,2021,"Thriller, Mystery",5.6,ml
Jan-e-Man,2021,"Drama, Comedy",7.929,ml
Chandrolsavam,2005,Drama,4.5,ml
Ishq,2019,"Thriller, Romance",5.554,ml
Vikramadithyan,2014,"Comedy, Drama",6.6,ml
Kalyanaraman,2002,"Comedy, Family",7.2,ml
Ittymaani: Made In China,2019,"Comedy, Drama",4.367,ml
Vaashi,2022,"Drama, Thriller",6,ml
Chathikkatha Chanthu,2004,Comedy,6.906,ml
The Priest,2021,"Drama, Horror",5.6,ml
Chithram,1988,"Drama, Comedy",7.9,ml
Boeing Boeing,1985,Comedy,6.4,ml
Unda,2019,Drama,7,ml
Geethanjali,2013,"Horror, Mystery, Thriller",4.2,ml
Pandippada,2005,Comedy,6.577,ml
Ente Ummante Peru,2018,"Drama, Comedy",6.6,ml
Pulimurugan,2016,"Action, Adventure",6.348,ml
Kilukkam Kilukilukkam,2006,Comedy,2.5,ml
Neelavelicham,2023,"Horror, Romance",5,ml
The Great Father,2017,"Action, Crime, Mystery",6.103,ml
Friends,1999,"Romance, Comedy, Drama",7.5,ml
Neru,2023,"Drama, Thriller",7.3,ml
Kireedam,1989,"Drama, Action",7.7,ml
Varshangalkku Shesham,2024,"Drama, Comedy, Romance",5.8,ml
Salt N' Pepper,2011,"Comedy, Romance",7.2,ml
Devadoothan,2000,"Horror, Music, Mystery, Romance",7.4,ml
C U Soon,2020,"Thriller, Mystery, Drama",7.263,ml
My Dear Kuttichathan,1984,"Adventure, Fantasy",7.5,ml
Theevandi,2018,"Comedy, Romance",6.3,ml
Action Hero Biju,2016,"Action, Comedy, Crime",7.4,ml
100 Days Of Love,2015,Romance,6.3,ml
Iratta,2023,"Drama, Thriller",6.6,ml
Kunjiramayanam,2015,"Comedy, Drama",6.4,ml
Sagar Alias Jacky Reloaded,2009,"Action, Thriller",5.1,ml
Jallikattu,2019,"Action, Thriller, Crime",6.7,ml
Kuruthi,2021,"Thriller, Action",7.6,ml
Pada,2022,"Crime, Thriller, Drama",7,ml
Kaaryasthan,2010,"Comedy, Drama",5.7,ml
Rasathanthram,2006,"Drama, Comedy, Family",6.6,ml
Madura Raja,2019,"Action, Comedy, Family, Thriller",5.5,ml
Thaniyavarthanam,1987,Drama,7.4,ml
Bhoothakaalam,2022,"Thriller, Mystery, Horror",6.6,ml
B Tech,2018,"Comedy, Romance",5.6,ml
Thuruppugulan,2006,Comedy,5,ml
Varathan,2018,Thriller,6.7,ml
Driving Licence,2019,"Drama, Thriller, Mystery, Action",6.658,ml
Guppy,2016,Drama,7.4,ml
Puzhu,2022,"Drama, Thriller",6.615,ml
Vinodayathra,2007,Drama,7.325,ml
The King,1995,"Action, Thriller",7.1,ml
Athiran,2019,"Romance, Thriller",6.188,ml
Varavelpu,1989,Drama,7.3,ml
Swapnakoodu,2003,"Comedy, Romance",6.7,ml
Guruvayoorambala Nadayil,2024,Comedy,5.9,ml
Meleparambil Aanveedu,1993,"Family, Comedy",7.6,ml
New Delhi,1987,Thriller,6.4,ml
"Abu, Son of Adam",2011,Drama,6.6,ml
Double Barrel,2015,"Comedy, Drama, Thriller",5.6,ml
Oppam,2016,Thriller,7.2,ml
Nayattu,2021,"Thriller, Drama",7.4,ml
Sunday Holiday,2017,"Comedy, Romance",6.025,ml
Thalavan,2024,"Thriller, Drama, Crime",6.7,ml
Vandanam,1989,"Comedy, Thriller",7.2,ml
The Great Indian Kitchen,2021,Drama,7.535,ml
Uyare,2019,Drama,7.4,ml
Chenkol,1993,Drama,7.8,ml
Dhruvam,1993,"Action, Drama",6.9,ml
Mamangam,2019,"Action, War, Thriller, History, Adventure",6.405,ml
Jagratha,1989,"Crime, Thriller",6.4,ml
Parava,2017,Drama,7.824,ml
Ee Parakkum Thalika,2001,Comedy,7.2,ml
Nerariyan CBI,2005,"Mystery, Thriller, Crime",5.5,ml
CBI 5: The Brain,2022,"Crime, Thriller",4.9,ml
Pokkiri Raja,2010,Action,5.222,ml
Angamaly Diaries,2017,"Action, Comedy, Thriller",7.3,ml
Golam,2024,"Crime, Thriller",6.2,ml
Keerthi Chakra,2006,"Action, Drama, War",6.2,ml
Mayavi,2007,"Action, Comedy, Thriller",6.156,ml
Thira,2013,Thriller,7.1,ml
Marykkundoru Kunjaadu,2010,Comedy,6.7,ml
Thoovanathumbikal,1987,"Drama, Romance",7.6,ml
Nanpakal Nerathu Mayakkam,2023,"Comedy, Drama, Fantasy",7.2,ml
Churuli,2021,"Horror, Mystery, Science Fiction, Fantasy",6.8,ml
Kala,2021,"Action, Thriller",6.25,ml
Koode,2018,"Drama, Romance",7.2,ml
Vallyettan,2000,"Action, Drama",6.1,ml
Corn Island,2014,"Drama, War",7.303,ka
Crossing,2024,Drama,7.4,ka
Taming the Garden,2022,Documentary,6.8,ka
Repentance,1987,"Drama, Comedy",6.957,ka
And Then We Danced,2019,"Drama, Romance",7.4,ka
In Bloom,2013,Drama,7.106,ka
Ashik Kerib,1988,"Drama, History, Fantasy",6.1,ka
Blackbird Blackbird Blackberry,2023,"Romance, Drama",6.4,ka
The Other Bank,2009,Drama,5.9,ka
Don't Grieve!,1968,"Comedy, Drama",6,ka
Beginning,2020,Drama,6.2,ka
My Happy Family,2017,Drama,7.4,ka
What Do We See When We Look at the Sky?,2021,"Drama, Romance, Fantasy",6.8,ka
Father of a Soldier,1965,"Drama, War",6.9,ka
Brighton 4th,2022,"Drama, Comedy",6,ka
Kukaracha,1982,"Drama, Mystery",6.2,ka
"Blue Mountains, or Unbelievable Story",1983,"Comedy, Drama",7.1,ka
Sun of the Sleepless,1992,"Crime, Drama",5.083,ka
The Plea,1967,Drama,6.25,ka
Mameluke,1958,"Drama, Romance, Action, War, Adventure, History",6.25,ka
Safe Corridor,2019,"Drama, War",6.5,ka
The Legend of Suram Fortress,1985,"Drama, Fantasy",6.7,ka
There Once Was a Singing Blackbird,1970,"Drama, Comedy, Music",6.086,ka
Comets,2019,"Drama, Romance",6.125,ka
"Me, Grandma, Iliko and Ilarion",1962,"Comedy, Romance",5.583,ka
The Step,1987,Drama,6.545,ka
A Chef in Love,1996,"Drama, Comedy, Romance",4.643,ka
The Trader,2018,Documentary,6.599,ka
The Wishing Tree,1976,Drama,6.9,ka
Pastorale,1975,Drama,5.125,ka
The President,2014,Drama,6.9,ka
The Way Home,1981,"Drama, History",4.4,ka
Melodies of the Vera Quarter,1973,"Music, Comedy",5.8,ka
Falling Leaves,1966,"Romance, Drama",5.175,ka
27 Missing Kisses,2000,"Drama, Comedy, Romance",5.5,ka
The Eccentrics,1974,"Comedy, Fantasy",6.625,ka
Dede,2017,Drama,5.6,ka
Pirosmani,1969,Drama,6.765,ka
Street Days,2010,Drama,6.6,ka
Georgian Ancient Songs,1969,"Documentary, Music, History",5.429,ka
"Robinsonade, or My English Grandfather",1987,Comedy,5.1,ka
Sapovnela,1959,"Documentary, Music",4.588,ka
Umbrella,1967,"Comedy, Fantasy, Drama, Romance",6,ka
Magdana's Donkey,1955,Drama,6.2,ka
Keep Smiling,2013,"Comedy, Drama",6.2,ka
Arabesques on the Pirosmani Theme,1985,Documentary,5.188,ka
April,1963,"Romance, Comedy, Drama",5.083,ka
Let the Summer Never Come Again,2017,Drama,5.2,ka
Cast Iron,1964,Documentary,4.615,ka
Savages,2024,"Adventure, Animation, Drama, Family",6.833,fr
Bambi: A Life in the Woods,2024,"Adventure, Family, Documentary",5.9,fr
Skin. Like. Sun.,2009,Romance,5.874,fr
Borgo,2024,"Drama, Crime",6.748,fr
The Balconettes,2024,"Comedy, Horror, Fantasy",6.4,fr
"Miraculous World: London, At the Edge of Time",2024,"Animation, Adventure, Action, Fantasy",7.364,fr
Beating Hearts,2024,"Romance, Crime, Drama",7.249,fr
Survive,2024,"Science Fiction, Thriller, Adventure, Action",5.812,fr
Anatomy of a Fall,2023,"Thriller, Mystery, Crime",7.541,fr
No Love Lost,2023,"Comedy, Drama",6.021,fr
L?on: The Professional,1994,"Crime, Drama, Action",8.301,fr
The Public Woman,1984,Drama,6.1,fr
The Count of Monte Cristo,2024,"Adventure, Action, Drama",7.997,fr
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",2023,"Animation, Adventure, Action, Fantasy, Family",7.236,fr
The Intouchables,2011,"Drama, Comedy",8.272,fr
"Miraculous: Ladybug & Cat Noir, The Movie",2023,"Animation, Fantasy, Action, Romance, Family",7.6,fr
The Wolf's Call,2019,"Thriller, Action, Adventure",7.6,fr
The Fifth Element,1997,"Science Fiction, Action, Adventure",7.555,fr
Desire,2011,"Drama, Romance",6.299,fr
Incendies,2010,"Drama, War, Mystery",8.093,fr
Am?lie,2001,"Comedy, Romance",7.913,fr
Irreversible,2002,"Drama, Thriller, Crime",7.206,fr
Night Call,2024,"Thriller, Action, Crime",6.823,fr
It Boy,2013,Comedy,6.446,fr
Emilia P?rez,2024,"Drama, Thriller",6.609,fr
Under Paris,2024,"Action, Horror",5.942,fr
Romance,1999,"Drama, Romance",5.5,fr
MadS,2024,"Horror, Thriller",6.7,fr
Sexual Chronicles of a French Family,2012,"Comedy, Drama, Romance",5.4,fr
The Price of Money: A Largo Winch Adventure,2024,"Action, Adventure, Thriller",5.868,fr
Le Clitoris,2016,"Animation, Documentary",6.8,fr
La Haine,1995,Drama,8.086,fr
Love,2015,"Drama, Romance",6.452,fr
Blue Is the Warmest Color,2013,"Romance, Drama",7.075,fr
The Three Musketeers: D'Artagnan,2023,"Adventure, Action, Drama, History",6.96,fr
La Ceremonie,1995,"Drama, Thriller",7.264,fr
The Seed of the Sacred Fig,2024,"Drama, Thriller, Crime",7.666,fr
Portrait of a Lady on Fire,2019,"Drama, Romance, History",8.115,fr
The House,2022,"Drama, Comedy, Fantasy",6.1,fr
Asterix & Obelix: The Middle Kingdom,2023,"Family, Comedy, Adventure",4.84,fr
Revenge,2018,"Action, Horror, Thriller",6.486,fr
Curiosa,2019,"Drama, History",5.9,fr
Taxi,1998,"Action, Comedy, Crime, Adventure",6.708,fr
Asterix & Obelix: Mission Cleopatra,2002,"Family, Fantasy, Comedy, Adventure",7.38,fr
The Piano Teacher,2001,"Drama, Romance",7.3,fr
Making Of,2024,"Comedy, Drama",5.6,fr
Bol?ro,2024,"Music, History, Drama",6.4,fr
GTMAX,2024,"Action, Crime",6.063,fr
Beauty and the Beast,2014,"Fantasy, Romance",6.2,fr
The Three Musketeers: Milady,2023,"Adventure, Action, Drama, History",6.435,fr
The Animal Kingdom,2023,"Adventure, Drama, Science Fiction",6.999,fr
The Story of O,1975,Drama,5.5,fr
Dogman,2023,"Action, Drama, Crime",7.891,fr
Pornocracy: The New Sex Multinationals,2017,Documentary,6.71,fr
Titane,2021,"Drama, Thriller, Horror",6.344,fr
The Wages of Fear,2024,Action,6.2,fr
MILF,2018,"Comedy, Romance",5.734,fr
Reckless Summer,2021,"TV Movie, Drama",6.353,fr
District 13: Ultimatum,2009,"Action, Thriller, Crime",6.4,fr
Humanist Vampire Seeking Consenting Suicidal Person,2023,"Romance, Comedy, Fantasy, Horror",7.407,fr
Benedetta,2021,"History, Drama, Romance",6.6,fr
Elyas,2024,"Action, Thriller",6.198,fr
Climax,2018,"Horror, Drama",7.054,fr
Last Summer,2023,Drama,5.981,fr
Les Mis?rables,1982,"Drama, History",6.924,fr
Emmanuelle 7,1993,"Drama, Science Fiction",5.5,fr
Miraculous World: Shanghai - The Legend of Ladydragon,2021,"Animation, Fantasy, Action, TV Movie",7.921,fr
Close,2022,Drama,7.787,fr
"Miraculous World: New York, United HeroeZ",2020,"Animation, TV Movie, Fantasy, Action",8.087,fr
Breathless,1960,"Drama, Crime",7.52,fr
Martyrs,2008,"Horror, Drama, Thriller",7.31,fr
Autumn and the Black Jaguar,2024,"Adventure, Family",6.7,fr
Fear City: A Family-Style Comedy,1994,Comedy,7.471,fr
The Pig & I: A Love Story,1975,"Horror, Romance",5.493,fr
Arthur and the Invisibles,2006,"Adventure, Fantasy, Animation, Family",6.4,fr
Marcello Mio,2024,"Comedy, Drama",5.8,fr
Red Rooms,2023,"Crime, Thriller, Horror",7.095,fr
Emmanuelle: The Joys of a Woman,1975,"Drama, Romance",5.6,fr
Exploits of a Young Don Juan,1986,"Comedy, Drama",6.022,fr
Emmanuelle,1974,"Drama, Romance",5.972,fr
Young & Beautiful,2013,Drama,6.498,fr
Three Days and a Life,2019,"Thriller, Drama, Crime",6.383,fr
The Chorus,2004,Drama,7.728,fr
Freedom,2024,"Action, Romance, Drama",6.362,fr
La Femme Nikita,1990,"Action, Thriller",7.092,fr
The Lover,1992,"Drama, Romance",7,fr
Mayhem!,2023,"Action, Crime, Drama, Thriller",6.711,fr
Lost Bullet 2,2022,"Action, Crime, Thriller",6.532,fr
Athena,2022,"Action, Adventure, Thriller, Drama",6.613,fr
Lost Bullet,2020,"Action, Thriller, Crime",6.603,fr
Brotherhood of the Wolf,2001,"Adventure, Horror, Action, History",6.719,fr
The Soul Eater,2024,"Thriller, Horror, Crime, Mystery",6.1,fr
BPM (Beats per Minute),2017,Drama,7.71,fr
Raw,2016,"Horror, Drama",7.047,fr
How Much Do You Love Me?,2005,"Comedy, Drama",5.874,fr
The Women on the 6th Floor,2011,Comedy,6.805,fr
Wingwomen,2023,"Action, Comedy, Drama",6.087,fr
Golden Temple Amazons,1986,Adventure,4.2,fr
Family Pack,2024,"Adventure, Comedy, Fantasy, Action",5.604,fr
Baise-moi,2000,"Crime, Drama, Thriller",4.805,fr
Limonov: The Ballad,2024,"History, Drama",6.4,fr
Super Papa,2024,"Comedy, Family",5.482,fr
The Stronghold,2021,"Thriller, Action, Crime",7.4,fr
Zak & Wowo: The Legend of Lendarys,2024,"Animation, Adventure, Fantasy",5.5,fr
Eugenie de Sade,1973,"Drama, Thriller, Horror",5.6,fr
Delicatessen,1991,"Comedy, Science Fiction, Fantasy",7.3,fr
Tender Cousins,1980,"Drama, Romance",5.9,fr
The Triplets of Belleville,2003,"Animation, Comedy, Drama, Family",7.394,fr
La Belle Verte,1996,Comedy,7.2,fr
Three Colors: White,1994,"Comedy, Drama, Mystery",7.452,fr
Rocco,2016,Documentary,5.6,fr
Serial (Bad) Weddings,2014,Comedy,6.664,fr
AKA,2023,Action,6.872,fr
You and the Night,2013,"Romance, Drama, Comedy, Fantasy",6,fr
The Marching Band,2024,"Comedy, Drama",7.401,fr
Gemma Bovery,2014,"Romance, Drama, Comedy",6.115,fr
Three Colors: Blue,1993,Drama,7.655,fr
Asterix & Obelix Take on Caesar,1999,"Family, Adventure, Comedy, Fantasy",6.003,fr
Le Samoura?,1967,"Crime, Thriller, Drama",7.761,fr
Beau Pere,1981,"Drama, Romance",6.602,fr
Red Sun,1971,Western,6.9,fr
The Legend of Frenchie King,1971,"Comedy, Western",5.554,fr
The Pornographer,2001,Drama,5,fr
Junior,2011,"Horror, Fantasy",6.537,fr
House of Pleasures,2011,Drama,6.6,fr
Ma m?re,2004,Drama,4.5,fr
Amen.,2002,"Drama, History",6.957,fr
Porn in the Hood,2012,Comedy,5.033,fr
The Double Life of V?ronique,1991,Drama,7.484,fr
Student Services,2010,Drama,5.2,fr
Ruby & Quentin,2003,"Comedy, Crime",6.681,fr
Anatomy of Hell,2004,Drama,4.809,fr
Sex Doll,2016,"Drama, Thriller, Mystery",5.8,fr
Just a Breath Away,2018,"Drama, Science Fiction, Thriller",6.314,fr
One Wild Moment,2015,"Drama, Romance",5.83,fr
Persepolis,2007,"Animation, Drama",7.892,fr
Belle de Jour,1967,"Drama, Romance",7.329,fr
That Obscure Object of Desire,1977,"Comedy, Drama, Romance",7.434,fr
The Red Turtle,2016,"Animation, Drama, Fantasy, Family",7.46,fr
The Artist,2011,"Drama, Comedy, Romance",7.455,fr
The Visitors,1993,"Fantasy, Comedy",7.125,fr
Asterix: The Secret of the Magic Potion,2018,"Family, Animation, Comedy, Adventure",6.841,fr
Riviera Revenge,2024,Comedy,6.067,fr
Love and the Frenchwoman,1960,"Comedy, Romance, Drama",4.9,fr
Infested,2023,"Horror, Thriller",6.61,fr
"No Chains, No Masters",2024,"Drama, History",6.714,fr
Carne,1991,"Drama, Thriller, Crime",6.83,fr
The 400 Blows,1959,Drama,8.024,fr
The Beast,2024,"Drama, Science Fiction, Romance",6.319,fr
Karaoke,2024,Comedy,6,fr
When Fall Is Coming,2024,"Drama, Thriller, Comedy",6.497,fr
Taxi 2,2000,"Action, Comedy, Adventure, Crime",6.252,fr
District B13,2004,"Action, Thriller, Science Fiction",6.802,fr
Acid,2023,"Drama, Science Fiction, Fantasy",5.662,fr
The City of Lost Children,1995,"Fantasy, Science Fiction, Adventure",7.255,fr
Hunting With Tigers,2024,"Action, Thriller",6.141,fr
The Big Blue,1988,"Romance, Drama, Adventure",7.455,fr
The Twelve Tasks of Asterix,1976,"Family, Animation, Comedy, Adventure",7.323,fr
The Deep Dark,2023,"Adventure, Horror, Drama",5.775,fr
Three Colors: Red,1994,"Drama, Mystery, Romance",7.913,fr
Taxi 3,2003,"Action, Comedy",5.738,fr
Les Mis?rables,2019,"Crime, Drama, Thriller",7.566,fr
The Extraordinary Adventures of Ad?le Blanc-Sec,2010,"Fantasy, Adventure, Action, Mystery",6.232,fr
Mune: Guardian of the Moon,2015,"Animation, Family, Adventure, Fantasy",7.3,fr
Meet the Barbarians,2024,"Comedy, Drama",6.123,fr
The Wages of Fear,1953,"Drama, Thriller, Adventure",8.022,fr
Belle ?pine,2010,Drama,5.537,fr
"OSS 117: Cairo, Nest of Spies",2006,"Crime, Action, Adventure, Comedy",7.238,fr
Thawing Out,2009,"Comedy, Drama",5.9,fr
Up for Love,2016,"Comedy, Romance, Drama",6.009,fr
A Very Long Engagement,2004,"Drama, Romance, War",7.32,fr
Two Is a Family,2016,"Drama, Comedy",7.738,fr
The Kingdom,2024,"Drama, Thriller, Crime",7.132,fr
Summertime,2015,"Drama, Romance",6.7,fr
Water Drops on Burning Rocks,2000,"Drama, Romance, Comedy",6.466,fr
Black Box,2021,"Mystery, Thriller, Drama",7.339,fr
Playing with Fire,1975,"Mystery, Crime, Drama",5.4,fr
L'Op?ration Corned Beef,1991,"Comedy, Action",6.193,fr
Summer of 85,2020,"Romance, Drama",7.421,fr
Asterix at the Olympic Games,2008,"Fantasy, Adventure, Comedy, Family",5.218,fr
La Jet?e,1962,"Drama, Romance, Science Fiction",7.876,fr
Consent,2023,"History, Drama",6.856,fr
Mr & Mme Adelman,2017,"Romance, Drama, Comedy",7.472,fr
La Belle Noiseuse,1991,Drama,7.347,fr
Le Gendarme de Saint-Tropez,1964,Comedy,7.038,fr
He Loves Me??He Loves Me Not,2002,"Drama, Romance, Thriller",6.7,fr
Fat Girl,2001,Drama,6.2,fr
Tell No One,2006,"Drama, Thriller, Crime, Mystery",7.239,fr
R.A.I.D. Special Unit,2017,"Action, Comedy",5.733,fr
Special Forces,2011,"Action, Drama, War",6.7,fr
Pierrot le Fou,1965,"Drama, Romance, Crime",7.361,fr
On a Magical Night,2019,"Comedy, Drama",6.3,fr
Epic Tails,2023,"Animation, Adventure, Fantasy, Family, Comedy",6.768,fr
Asterix: The Mansions of the Gods,2014,"Animation, Comedy, Adventure, Family",6.79,fr
Jeanne du Barry,2023,"Drama, History, Romance",6.94,fr
A Monster in Paris,2011,"Adventure, Animation, Comedy, Family, Fantasy",6.887,fr
Don't Look Now... We're Being Shot At!,1966,"Comedy, War",7.928,fr
The Edge of the Blade,2023,"Drama, History",6.6,fr
Crimson Rivers II: Angels of the Apocalypse,2004,"Action, Thriller, Crime",6.106,fr
Rabia,2024,"Drama, Thriller",6.5,fr
Souleymane's Story,2024,Drama,7.5,fr
Welcome to the Sticks,2008,"Comedy, Drama, Romance",6.686,fr
Asterix in Britain,1986,"Family, Animation, Adventure, Comedy",6.772,fr
The Green Deal,2024,Drama,6.636,fr
An Easy Girl,2019,"Comedy, Drama",5.6,fr
An Officer and a Spy,2019,"History, Drama, Thriller",7.1,fr
The Royal Exchange,2017,"History, Drama",6.311,fr
The Discreet Charm of the Bourgeoisie,1972,Comedy,7.475,fr
The Truth,2019,Drama,5.994,fr
