Series_Title,Released_Year,Genre,IMDB_Rating,language
Inuyasha the Movie: Affections Touching Across Time,2001,"Action, Animation, Adventure, Fantasy",7.5,ja
The Disappearance of Haruhi Suzumiya,2010,"Animation, Comedy, Science Fiction, Mystery, Drama",7.9,ja
The Hidden Fortress,1958,"Drama, Action, Adventure",7.968,ja
Ichi the Killer,2001,"Action, Crime, Horror",7.01,ja
Dreams,1990,"Fantasy, Drama",7.719,ja
My Neighbors the Yamadas,1999,"Animation, Comedy, Family",7,ja
Sword Art Online the Movie ??Progressive ??Scherzo of Deep Night,2022,"Animation, Action, Fantasy, Science Fiction",7.7,ja
Sasaki and Miyano: Graduation,2023,"Animation, Romance",5.9,ja
Samurai Reincarnation,1981,"Action, Fantasy, Horror",6,ja
Kite,1998,"Animation, Crime, Action, Thriller",6.7,ja
The Lady of Musashino,1951,Drama,6.4,ja
Midori,1992,"Animation, Drama, Horror, Romance",6.2,ja
Royal Space Force - The Wings of Honneamise,1987,"Animation, Science Fiction",6.889,ja
The Last 10 Years,2022,"Drama, Romance",6.9,ja
Miss Oyu,1951,"Drama, Romance",7.2,ja
Doraemon: Nobita's Treasure Island,2018,"Animation, Adventure, Fantasy, Science Fiction, Comedy, Family",7.2,ja
Floating Weeds,1959,Drama,7.476,ja
Early Spring,1956,"Drama, Romance",7.5,ja
Lonely Castle in the Mirror,2022,"Animation, Drama, Mystery, Fantasy",7.2,ja
King Kong vs. Godzilla,1962,"Science Fiction, Comedy, Adventure, Fantasy, Action",6.9,ja
Pok?mon: Giratina and the Sky Warrior,2008,"Family, Adventure, Animation, Fantasy",6.7,ja
Code Geass: Lelouch of the Rebellion - Initiation,2017,"Science Fiction, Animation, Drama, Action",7.1,ja
Dragon Ball Z: The History of Trunks,1993,"Animation, Action, Science Fiction",7.584,ja
Atragon,1963,"Science Fiction, Action, Adventure, Fantasy",6.5,ja
Tokyo Twilight,1957,Drama,7.714,ja
Black Jack: The Movie,1996,"Animation, Drama, Thriller, Mystery",6.5,ja
Rape Zombie: Lust of the Dead,2012,"Comedy, Horror",6.468,ja
"To Me, the One Who Loved You",2022,"Animation, Romance, Science Fiction",5.944,ja
A Geisha,1953,Drama,7.519,ja
Trigun: Badlands Rumble,2010,"Action, Animation, Science Fiction, Adventure",7.5,ja
Crayon Shin-chan: Pursuit of the Balls of Darkness,1997,"Animation, Comedy",7.1,ja
Chime,2024,"Horror, Thriller",6.973,ja
One Piece "3D2Y": Overcome Ace's Death! Luffy's Vow to his Friends,2014,"Animation, Action, Adventure, Comedy, Fantasy",7,ja
The Bullet Train,1975,"Action, Crime, Drama, Thriller",6.78,ja
Dragon Ball: Sleeping Princess in Devil's Castle,1987,"Action, Animation, Fantasy, Horror",6.6,ja
Doraemon: Nobita and the Island of Miracles ??Animal Adventure,2012,"Family, Animation, Adventure",6.877,ja
Berserk: The Golden Age Arc I - The Egg of the King,2012,"Animation, Action, Adventure, Fantasy",7.2,ja
Red Beard,1965,Drama,8.117,ja
Tokyo Decadence,1992,Drama,5.959,ja
Confessions,2010,"Drama, Thriller, Mystery",7.578,ja
Iron Man: Rise of Technovore,2013,"Science Fiction, Animation, Action",6.1,ja
Concrete,2004,"Horror, Crime",5.286,ja
A Peephole,2013,"Animation, Romance",5.409,ja
Redline,2009,"Animation, Action, Science Fiction",7.53,ja
Mobile Suit Gundam SEED FREEDOM,2024,"Animation, Science Fiction, Action, Drama",6.8,ja
Flower and Snake 2: Sketch of Hell,1985,"Thriller, Drama, Horror",5.139,ja
Assassination Classroom,2015,"Action, Adventure, Comedy, Science Fiction",7.249,ja
The Garden of Sinners: Overlooking View,2007,"Animation, Crime, Action, Fantasy, Mystery",6.7,ja
Violent Cop,1989,"Crime, Thriller, Action, Drama",7.234,ja
Parasyte: Part 1,2014,"Science Fiction, Horror, Action, Drama",7.1,ja
Saint Seiya: Legend of Sanctuary,2014,"Action, Animation, Fantasy",6.635,ja
Sword Art Online the Movie ??Progressive ??Aria of a Starless Night,2021,"Animation, Action, Fantasy, Science Fiction",7.9,ja
Yu??i??h!,1999,"Adventure, Animation, Fantasy",7,ja
Blade of the Immortal,2017,"Action, Fantasy, Adventure",6.702,ja
Lady Snowblood,1973,"Action, Crime, Drama",7.547,ja
Origin: Spirits of the Past,2006,"Science Fiction, Adventure, Animation, Drama, Fantasy, Romance, Action",6.9,ja
Earwig and the Witch,2021,"Animation, Fantasy, Family",5.9,ja
A Letter to Momo,2012,"Comedy, Fantasy, Animation, Drama, Family",7.4,ja
Equinox Flower,1958,"Comedy, Drama",7.4,ja
Ride Your Wave,2019,"Animation, Romance, Comedy, Drama, Fantasy",7.6,ja
Stand by Me Doraemon 2,2020,"Animation, Family, Science Fiction, Adventure",7.8,ja
Gamera vs. Viras,1968,"Adventure, Action, Science Fiction, Family",5.8,ja
The Crucified Lovers,1954,"Drama, Romance",7.775,ja
Cardcaptor Sakura: The Sealed Card,2000,"Animation, Adventure, Fantasy, Romance",8.1,ja
Gurren Lagann the Movie: Childhood's End,2008,"Action, Comedy, Animation",7.7,ja
Vampire Hunter D,1985,"Animation, Fantasy, Horror",6.6,ja
Kids Return,1996,"Drama, Crime",6.866,ja
Kizumonogatari Part 1: Tekketsu,2016,"Animation, Fantasy, Mystery, Drama, Action",7.7,ja
Pok?mon the Movie: White - Victini and Zekrom,2011,"Animation, Family, Adventure, Drama, Fantasy",6.5,ja
The Woman in the Rumor,1954,Drama,7.346,ja
Call Me Chihiro,2023,Drama,7.1,ja
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,"Animation, Action, Adventure, Drama, Fantasy",7.3,ja
Sweet Bean,2015,Drama,7.426,ja
Gamera vs. Guiron,1969,"Adventure, Science Fiction, Action, Family",5.38,ja
Legend of the Millennium Dragon,2011,"Animation, Adventure, Fantasy",5.8,ja
The Street Fighter,1974,"Action, Crime, Thriller",6.9,ja
The Sky Crawlers,2008,"Action, Adventure, Animation, War, Science Fiction",6.7,ja
Branded to Kill,1967,"Thriller, Crime, Action",7.221,ja
Yu-Gi-Oh!: Bonds Beyond Time,2010,"Animation, Fantasy",6.489,ja
Dragon Ball: The Path to Power,1996,"Animation, Adventure, Fantasy",7.4,ja
Kabaneri of the Iron Fortress: The Battle of Unato,2019,"Animation, Drama, Action, Science Fiction",7.2,ja
Riding Bean,1989,"Animation, Action, Crime, Comedy",6.6,ja
Patema Inverted,2013,"Animation, Science Fiction, Adventure, Drama",7.4,ja
Doraemon: Nobita and the Birth of Japan,2016,"Animation, Adventure, Fantasy, Science Fiction, Family",6.7,ja
Hanzo the Razor: The Snare,1973,"History, Action, Drama",6.3,ja
Godzilla Raids Again,1955,"Science Fiction, Horror, Action",6,ja
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,2002,"Action, Animation, Adventure, Fantasy",7.7,ja
Mothra vs. Godzilla,1964,"Drama, Action, Science Fiction",7.03,ja
"Ranma 1/2 the Movie: Big Trouble in Nekonron, China",1991,"Animation, Comedy, Action, Romance, Adventure",7.206,ja
Inuyasha the Movie 4: Fire on the Mystic Island,2004,"Fantasy, Animation, Adventure",7.5,ja
Parasyte: Part 2,2015,"Science Fiction, Horror, Action, Drama",7.1,ja
Saint Seiya Heaven Chapter: Overture,2004,"Animation, Fantasy",7.6,ja
The Life of Oharu,1952,Drama,7.753,ja
Bleach,2018,"Action, Fantasy, Adventure",6.6,ja
Given,2020,"Animation, Drama, Music, Romance",8.281,ja
Azumi,2003,"Adventure, Drama, Action, Thriller, Romance",6.864,ja
GANTZ:O,2016,"Animation, Science Fiction, Action",7.3,ja
Dragon Princess,1976,Action,5.8,ja
Mind Game,2004,"Animation, Romance, Comedy, Drama, Fantasy",7.497,ja
Liverleaf,2018,"Horror, Thriller, Drama",6.452,ja
Evil Does Not Exist,2023,Drama,6.747,ja
"Recently, My Sister is Unusual",2014,"Comedy, Fantasy, Romance",7.043,ja
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,2019,"Animation, Action, Adventure, Comedy, Fantasy, Romance",7.8,ja
Fairy Tail: Dragon Cry,2017,"Action, Adventure, Comedy, Fantasy, Animation",6.6,ja
Overlord: The Undead King,2017,"Animation, Action, Adventure, Fantasy",7.4,ja
JoJo's Bizarre Adventure: Diamond is Unbreakable ??Chapter 1,2017,"Action, Adventure, Fantasy, Thriller",6.6,ja
Case Closed: Sunflowers of Inferno,2015,"Animation, Crime, Adventure, Mystery",6.1,ja
Our Little Sister,2015,Drama,7.585,ja
The Place Promised in Our Early Days,2004,"Animation, Adventure, Drama, Romance, Science Fiction",6.6,ja
Norwegian Wood,2010,"Drama, Romance",6.4,ja
Boiling Point,1990,"Crime, Comedy, Drama, Action, Thriller",6.89,ja
Kabukicho Love Hotel,2014,"Comedy, Drama",6.408,ja
Outrage,2010,"Action, Adventure, Crime, Thriller, Drama",6.9,ja
Return of the Street Fighter,1974,"Action, Crime, Drama, Thriller",6,ja
Re:Zero - Starting Life in Another World The Frozen Bond,2019,"Animation, Drama, Thriller, Fantasy",7.4,ja
Doraemon: Nobita and the Windmasters,2003,"Animation, Fantasy, Adventure, Family, Science Fiction",7.2,ja
Dragon Ball Z: Plan to Eradicate the Super Saiyans,2010,"Action, Animation, Adventure",7.123,ja
Memories,1995,"Fantasy, Animation, Science Fiction",7.444,ja
Dark Water,2002,"Horror, Mystery, Thriller",6.812,ja
One Missed Call,2003,"Horror, Mystery, Fantasy",6.2,ja
Cold Fish,2011,"Drama, Thriller, Crime, Horror",6.9,ja
Doraemon: Nobita and the Winged Braves,2001,"Family, Animation, Adventure, Science Fiction, Fantasy",7.2,ja
Angel Cop,1989,"Thriller, Animation, Crime, Science Fiction, Horror",6.135,ja
Onibaba,1964,Horror,7.69,ja
Female Leopard,1985,Drama,5.2,ja
Macross: Do You Remember Love?,1984,"Animation, Science Fiction, War, Action",7.3,ja
Promare,2019,"Animation, Action, Science Fiction",7.1,ja
One Piece: Chopper's Kingdom on the Island of Strange Animals,2002,"Action, Animation, Adventure",6.783,ja
Asako I & II,2018,"Drama, Romance",6.806,ja
Patlabor: The Movie,1989,"Action, Animation, Science Fiction, Mystery",7,ja
Tokyo Gore Police,2008,"Horror, Action, Science Fiction",6,ja
Voices of a Distant Star,2002,"Animation, Science Fiction, Romance",6.5,ja
Avengers Confidential: Black Widow & Punisher,2014,"Animation, Science Fiction, Action",6.351,ja
Brave Story,2006,"Animation, Adventure, Mystery, Fantasy",6.3,ja
Rascal Does Not Dream of a Sister Venturing Out,2023,"Animation, Drama, Fantasy",7.486,ja
Final Fantasy VII: Advent Children,2005,"Animation, Action, Adventure, Fantasy, Science Fiction",7.2,ja
Drifting Home,2022,"Animation, Fantasy, Adventure",7.4,ja
Female Prisoner Scorpion: Beast Stable,1973,"Drama, Crime, Thriller",6.796,ja
Appleseed: Ex Machina,2007,"Animation, Action, Thriller, Science Fiction",6.437,ja
Ride or Die,2021,"Drama, Romance, Thriller",6.767,ja
River,2023,"Comedy, Science Fiction, Fantasy",6.99,ja
Angel's Egg,1985,"Animation, Fantasy, Mystery",7.8,ja
Gridman Universe,2023,"Animation, Action, Science Fiction",8.2,ja
Destroy All Monsters,1968,"Science Fiction, Action",6.866,ja
Crayon Shin-chan: Invasion!! Alien Shiriri,2017,"Family, Animation, Comedy",7.1,ja
Princess Yang Kwei-fei,1955,"Romance, Drama, History",6.7,ja
Pok?mon the Movie: Genesect and the Legend Awakened,2013,"Action, Adventure, Animation, Family",6.3,ja
Hayao Miyazaki and the Heron,2024,Documentary,7.86,ja
Wife of a Spy,2020,"Drama, War, Thriller",6.766,ja
The Garden of Sinners: Oblivion Recording,2008,"Animation, Fantasy, Mystery, Romance",6.8,ja
Doraemon: Nobita and the Space Heroes,2015,"Comedy, Animation, Family, Adventure, Science Fiction, Fantasy",6.3,ja
Godzilla vs. Hedorah,1971,"Science Fiction, Action, Horror",6.8,ja
Natsume's Book of Friends: Ephemeral Bond,2018,"Animation, Fantasy, Drama",7.32,ja
Kaiji: The Ultimate Gambler,2009,"Thriller, Drama, Mystery",6.8,ja
Battle in Outer Space,1959,"Science Fiction, Action",5.8,ja
The Return of Godzilla,1984,"Science Fiction, Action, Thriller, Horror",7.2,ja
The Garden of Sinners: Paradox Spiral,2008,"Action, Animation, Drama, Mystery, Thriller, Fantasy",7.7,ja
Godzilla vs. Mechagodzilla,1974,"Action, Adventure, Science Fiction",7.033,ja
Inuyasha the Movie 3: Swords of an Honorable Ruler,2003,"Animation, Fantasy, Adventure",7.7,ja
Samurai Rebellion,1967,"Drama, History, Action",8.219,ja
We Made a Beautiful Bouquet,2021,"Romance, Drama",7.7,ja
Code Geass: Lelouch of the Rebellion ??Transgression,2018,"Science Fiction, Animation, Drama, Action",7.2,ja
The Bird People in China,1998,"Adventure, Drama",7.186,ja
Dangerous Drugs of Sex,2020,"Thriller, Drama, Horror",6.5,ja
Street of Shame,1956,Drama,7.7,ja
Midnight Diner,2014,Drama,7.583,ja
The Return of Sister Street Fighter,1975,"Action, Crime",6.42,ja
Star of David: Beauty Hunting,1979,"Horror, Thriller",6.2,ja
Tetsuo: The Iron Man,1989,"Horror, Science Fiction",6.972,ja
"Ghidorah, the Three-Headed Monster",1964,"Science Fiction, Action, Fantasy, Thriller",7,ja
Bubble,2022,"Animation, Adventure, Science Fiction, Fantasy",7.311,ja
Son of Godzilla,1967,"Adventure, Family, Science Fiction",6.4,ja
Jin-Roh: The Wolf Brigade,1999,"Animation, Drama, Romance, Thriller, Science Fiction",7.4,ja
The Bodyguard,1973,"Action, Thriller",4.9,ja
Digimon: The Movie,2000,"Fantasy, Animation, Science Fiction, Family",6.479,ja
Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006,"Adventure, Animation, Action",7.084,ja
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,"Action, Adventure, Horror, Fantasy, Science Fiction",7.5,ja
Barefoot Gen,1983,"Animation, Drama, War, History",7.479,ja
Swing Girls,2004,"Comedy, Music",7.7,ja
Doraemon: Nobita and the Spiral City,1997,"Animation, Science Fiction, Family",6.86,ja
To the Ends of the Earth,2019,Drama,6.327,ja
The Garden of Sinners: Remaining Sense of Pain,2008,"Crime, Animation, Action, Fantasy, Mystery, Drama",7,ja
Revolutionary Girl Utena: The Movie,1999,"Animation, Fantasy, Action, Romance",7.6,ja
Gintama: The Movie,2010,"Action, Comedy, Science Fiction, Animation",7.4,ja
Teasing Master Takagi-san: The Movie,2022,"Animation, Comedy, Romance",8.5,ja
"Ebirah, Horror of the Deep",1966,"Science Fiction, Action, Fantasy",6.3,ja
Doraemon: Nobita's Secret Gadget Museum,2013,"Adventure, Family, Animation, Comedy, Fantasy, Science Fiction",6.3,ja
S&M Hunter,1986,Comedy,6.615,ja
In This Corner of the World,2016,"Drama, Animation, Romance, War, History",7.9,ja
Vassalord.,2013,"Animation, Action, Mystery, Fantasy, Comedy, Drama, Horror",5.7,ja
Doraemon: Nobita and the Kingdom of Clouds,1992,"Animation, Fantasy, Family",7,ja
"Man, Woman & the Wall",2006,"Drama, Romance, Thriller",6.5,ja
Mobile Suit Gundam I,1981,"Animation, Science Fiction, Action",6.7,ja
The Taste of Tea,2004,"Comedy, Drama, Fantasy",7.5,ja
Ghost in the Shell: The New Movie,2015,"Science Fiction, Animation",6.6,ja
Children of the Sea,2019,"Animation, Fantasy, Adventure, Mystery",7.1,ja
Departures,2008,Drama,7.846,ja
The Bad Sleep Well,1960,"Crime, Drama, Thriller",7.7,ja
Escaflowne: The Movie,2000,"Animation, Adventure, Drama, Fantasy",6.733,ja
Spriggan,1998,"Action, Animation, Science Fiction",6.113,ja
One Piece: Heart of Gold,2016,"Animation, Adventure, Comedy, Fantasy, Action",7.372,ja
Drowning Love,2016,"Romance, Drama",6.293,ja
Ring 2,1999,"Horror, Mystery, Science Fiction",5.746,ja
Sanjuro,1962,"Drama, Action, Comedy",7.949,ja
Strike Witches the Movie,2012,"Animation, Action, Fantasy",5.972,ja
Summer Days with Coo,2007,"Animation, Fantasy, Comedy, Romance, Drama, Family",7.8,ja
Grave of the Fireflies,2005,Drama,7.875,ja
Cleopatra: Queen of Sex,1970,"Animation, Comedy, Science Fiction",5.7,ja
Guinea Pig Part 2: Flower of Flesh and Blood,1985,Horror,4.6,ja
I Give My First Love to You,2009,"Drama, Romance",7.419,ja
Nun in Rope Hell,1984,"Drama, Horror",6.394,ja
Kagemusha,1980,"Action, Drama, History, War",7.815,ja
Edo Porn,1981,"Drama, History",5.958,ja
Overlord: The Dark Hero,2017,"Animation, Action, Adventure, Fantasy",7.25,ja
Gurren Lagann the Movie: The Lights in the Sky Are Stars,2009,"Action, Science Fiction, Animation, Adventure",7.9,ja
Dragon Ball: Episode of Bardock,2011,"Action, Animation, Science Fiction",6.911,ja
The Ballad of Narayama,1983,Drama,7.509,ja
Flower & Snake,2004,"Drama, Romance, Thriller, Horror, Mystery",5.702,ja
Ring 0,2000,"Horror, Thriller, Drama",6.1,ja
Cyborg She,2008,"Action, Comedy, Romance, Science Fiction",7.3,ja
NiNoKuni,2019,"Animation, Action, Adventure, Family, Fantasy, Romance",6.5,ja
One Piece: Episode of Skypiea,2018,"TV Movie, Animation, Action, Adventure, Comedy",7.1,ja
Code Geass: Akito the Exiled 5: To Beloved Ones,2016,"Action, Animation, Science Fiction",6.1,ja
Sailor Moon R: The Movie - The Promise of the Rose,1993,"Animation, Romance, Action, Fantasy",7.9,ja
Uncle's Paradise,2006,"Fantasy, Drama, Comedy",5,ja
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,2021,Animation,7.6,ja
Your Voice -KIMIKOE-,2017,"Animation, Drama, Fantasy",6.3,ja
Rage,2016,"Mystery, Drama, Thriller",6.858,ja
The Men Who Tread on the Tiger's Tail,1952,"Drama, History, Thriller, Adventure",6.7,ja
The Garden of Sinners: A Study in Murder (Part 2),2009,"Animation, Fantasy, Mystery, Romance, Action, Crime",7.3,ja
Hara-Kiri: Death of a Samurai,2011,"Drama, History",7.2,ja
White Lily,2016,"Drama, Horror",4.5,ja
The Princess and the Pilot,2011,"Adventure, Animation, Drama, Romance",7.835,ja
Doraemon: Nobita and the Steel Troops,1986,"Animation, Adventure, Family, Fantasy, Science Fiction",6.5,ja
Demon City Shinjuku,1988,"Action, Fantasy, Animation, Horror",6,ja
Kabaneri of the Iron Fortress: Life That Burns,2017,"Animation, Drama, Action, Science Fiction",7.462,ja
Kwaidan,1965,"Horror, Fantasy, Drama",7.722,ja
Crayon Shin-chan: My Moving Story! Cactus Large Attack!,2015,"Adventure, Animation, Comedy",6.8,ja
Godzilla vs. Megalon,1973,"Action, Adventure, Science Fiction, Fantasy",6.2,ja
Kizumonogatari Part 3: Reiketsu,2017,"Animation, Fantasy, Mystery",8,ja
Final Fantasy VII: On the Way to a Smile - Episode Denzel,2009,"Animation, Fantasy",5.694,ja
Pok?mon: The Rise of Darkrai,2007,"Family, Adventure, Animation, Fantasy, Action, Science Fiction",6.9,ja
Sakura Wars: The Movie,2001,"Action, Animation, Comedy, Science Fiction",4.7,ja
Hunter x Hunter: Phantom Rouge,2013,"Animation, Adventure, Fantasy, Action",7.1,ja
Memories of Matsuko,2006,"Comedy, Drama, Music",7.7,ja
Cardcaptor Sakura: The Movie,1999,"Fantasy, Animation, Adventure",7.6,ja
No Game No Life: Zero,2017,"Adventure, Animation, Drama, Fantasy, Romance",7.8,ja
Gintama: The Movie 2: The Final Chapter: Be Forever Yorozuya,2013,"Action, Comedy, Animation",8,ja
Invasion of Astro-Monster,1965,"Science Fiction, Action",6.779,ja
My Hero Academia: All Might Rising,2019,"Animation, Action",6.2,ja
Colorful,2010,"Animation, Drama, Family",7.235,ja
Kingsglaive: Final Fantasy XV,2016,"Animation, Science Fiction, Action",6.739,ja
Doraemon: Nobita's Great Battle of the Mermaid King,2010,"Adventure, Family, Animation, Fantasy",7,ja
Doraemon: Nobita's Three Visionary Swordsmen,1994,"Animation, Family",7.3,ja
Tokyo Sonata,2008,Drama,7.412,ja
Pok?mon the Movie: Diancie and the Cocoon of Destruction,2014,"Animation, Family, Adventure, Action, Comedy, Drama",6.6,ja
Book Girl,2010,"Animation, Drama, Romance",6.067,ja
Words Bubble Up Like Soda Pop,2021,"Animation, Romance, Drama",7.3,ja
Hachiko,1987,"Drama, Family",7.7,ja
Summer Ghost,2021,"Animation, Drama, Mystery, Fantasy",7.3,ja
"Gappa, the Triphibian Monster",1967,"Horror, Science Fiction, Action",5.7,ja
Tamako Love Story,2014,"Romance, Animation, Comedy",7.2,ja
Mobile Suit Gundam 00 The Movie: -A Wakening of the Trailblazer-,2010,"Action, Animation, Drama, Science Fiction, War",6.3,ja
All Monsters Attack,1969,"Fantasy, Science Fiction, Family",5.074,ja
Doraemon: Nobita and the Robot Kingdom,2002,"Animation, Adventure, Fantasy, Science Fiction, Family",6.583,ja
Godzilla vs. Mechagodzilla II,1993,"Action, Adventure, Drama, Science Fiction",7.3,ja
"Goodbye, Don Glees!",2022,"Animation, Adventure, Drama",7,ja
Shield of Straw,2013,"Thriller, Crime",6.382,ja
Casshern,2004,"Drama, Horror, Science Fiction",5.86,ja
Sing a Bit of Harmony,2021,"Animation, Drama, Science Fiction",7.7,ja
Berserk: The Golden Age Arc III - The Advent,2013,"Animation, Action, Adventure, Drama, Fantasy",7.632,ja
